,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
TNFSF15,1.0500018381996845,2.7207136826864886,0.014464331916678003,0.6072184483728923,0.5782417582876522,17.125622076805527,11,6,0.9561573610520071
CA4,2.4080832795624874,2.7146641555551447,0.0146488512904482,3.434910016318949,3.054961922318194,17.125622076805527,11,6,0.9561573610520071
FBXO2,-0.8580895016037025,-2.7113578201617012,0.014750651141896007,0.39099285172401615,0.38885395472716766,17.125622076805527,11,6,0.9561573610520071
ETNK2,-0.7570302037852348,-2.7089595541657063,0.014824916188362996,0.2931908239900595,0.3031910567938859,17.125622076805527,11,6,0.9561573610520071
LOC123385051,-2.3736640898911965,-2.7087641100537305,0.0148309841081435,3.3506958024551197,2.981200326839084,17.125622076805527,11,6,0.9561573610520071
LEXM,2.302365468828268,2.708221154555214,0.014847853650395353,3.1505768512537693,2.8059200214254907,17.125622076805527,11,6,0.9561573610520071
TMEM216,-0.4430916852567712,-2.705595611355005,0.014929688701511023,0.06591587803331425,0.10412534262234617,17.125622076805527,11,6,0.9561573610520071
LOC109494588,-0.6879664404528348,-2.6985330087141928,0.015151972331450742,0.2351257670439681,0.25233300035160355,17.125622076805527,11,6,0.9561573610520071
ITGA3,-0.5704852491980675,-2.692901895510457,0.015331470415273675,0.14596402917568213,0.17423796461940305,17.125622076805527,11,6,0.9561573610520071
SOD2,0.6198912114557796,2.692109672792569,0.015356886232848442,0.18205012158306247,0.20584507259382318,17.125622076805527,11,6,0.9561573610520071
